FLJ36031	Hs.29692
KRT34	Hs.296942
CLDN9	Hs.296949
ZNF605	Hs.29698
ZCCHC10	Hs.29700
C14orf149	Hs.29706
PLEKHF2	Hs.29724
FLJ13197	Hs.29725
GLT8D1	Hs.297304
CAMKK2	Hs.297343
QRICH1	Hs.297389
FLJ23865	Hs.297397
MMP9	Hs.297413
ISM2	Hs.29742
LHFPL1	Hs.297420
SETD1A	Hs.297483
KRTAP10-12	Hs.297526
LOC732226	Hs.297558
WNT6	Hs.29764
ENPP6	Hs.297814
TFF2	Hs.2979
C1orf230	Hs.297967
SLIT2	Hs.29802
AQP5	Hs.298023
C10orf92	Hs.298038
KLC3	Hs.298079
ZNF235	Hs.298089
CMTM3	Hs.298198
RREB1	Hs.298248
MAP1D	Hs.298250
ACSM2A	Hs.298252
ACSM2B	Hs.298252
ATP5A1	Hs.298280
LOC285957	Hs.298296
HORMAD1	Hs.298312
SLBP	Hs.298345
ASPSCR1	Hs.298351
RPGRIP1L	Hs.298382
ZUFSP	Hs.29857
SH3BP5L	Hs.298573
RTL1	Hs.298602
DUSP6	Hs.298654
KLF3	Hs.298658
C11orf53	Hs.298685
CNTN4	Hs.298705
C10orf99	Hs.298713
GCN1L1	Hs.298716
RNF135	Hs.29874
SPEF2	Hs.298863
ACOT9	Hs.298885
C5orf51	Hs.29899
SMARCA2	Hs.298990
FBL	Hs.299002
GDI2	Hs.299055
LOC284749	Hs.299080
KCTD19	Hs.299127
NKPD1	Hs.299256
DPYSL5	Hs.299315
B3GNT7	Hs.299329
KRBA1	Hs.299560
GPR44	Hs.299567
DEGS1	Hs.299878
SLC22A18AS	Hs.300076
TMEM93	Hs.30011
RPL39	Hs.300141
C8orf30A	Hs.300224
SSU72	Hs.30026
CD3E	Hs.3003
ARX	Hs.300304
PKN3	Hs.300485
F5	Hs.30054
KNTC1	Hs.300559
TARDBP	Hs.300624
CRCP	Hs.300684
TUBB2B	Hs.300701
TPM2	Hs.300772
FGB	Hs.300774
RAB1B	Hs.300816
SGK2	Hs.300863
AHCTF1	Hs.300887
CABLES2	Hs.301040
SEH1L	Hs.301048
KIF18A	Hs.301052
ZNF93	Hs.301059
GALNT9	Hs.301062
ZNF629	Hs.301094
TIGD4	Hs.301243
ZNF862	Hs.301277
FXYD3	Hs.301350
DBNDD1	Hs.301394
RBM3	Hs.301404
MTMR10	Hs.30141
UFC1	Hs.301412
TERF2IP	Hs.301419
LOC100288358	Hs.301419
ZNF71	Hs.301431
ZNF688	Hs.301463
CLMN	Hs.301478
TRIM45	Hs.301526
SPR	Hs.301540
YRDC	Hs.301564
AIMP2	Hs.301613
KIAA1024	Hs.301654
KIAA0513	Hs.301658
PLXND1	Hs.301685
KIAA1539	Hs.301696
TNP1	Hs.3017
SNAPC5	Hs.30174
MED8	Hs.301756
SH3RF1	Hs.301804
RAB34	Hs.301853
DCT	Hs.301865
ISG20L2	Hs.301904
CCR1	Hs.301921
FATE1	Hs.301960
GSTM1	Hs.301961
HOXD8	Hs.301963
STAB1	Hs.301989
CHAT	Hs.302002
FANCE	Hs.302003
PBOV1	Hs.302016
EDA2R	Hs.302017
NYX	Hs.302019
GFRA4	Hs.302025
NPFFR1	Hs.302026
DPEP3	Hs.302028
LHX5	Hs.302029
PLA2G2F	Hs.302034
IL25	Hs.302036
MYO19	Hs.302051
DKFZp564H213	Hs.302051
PTGIS	Hs.302085
ZBP1	Hs.302123
CLN5	Hs.30213
ELOVL3	Hs.302130
C3orf42	Hs.302131
HBG2	Hs.302145
TRHR	Hs.3022
SLC9A9	Hs.302257
SCFD2	Hs.302287
ST8SIA2	Hs.302341
FAM176A	Hs.302346
GABRB3	Hs.302352
RNF138	Hs.302408
AGAP2	Hs.302435
RBM43	Hs.302442
SLC19A2	Hs.30246
BEST4	Hs.302513
RC3H1	Hs.30258
FZD8	Hs.302634
LOC158376	Hs.302677
LOC145845	Hs.302693
SLC26A2	Hs.302738
TRPV6	Hs.302740
SLC5A3	Hs.302742
MRPS6	Hs.302742
C21orf82	Hs.302742
NECAB1	Hs.302754
DBX2	Hs.302764
SH3BGRL2	Hs.302772
UBE2I	Hs.302903
SPON2	Hs.302963
LOC100130872	Hs.302963
LOC100131106	Hs.302963
C12orf4	Hs.302977
TUBB1	Hs.303023
C11orf24	Hs.303025
TTC8	Hs.303055
APLN	Hs.303084
PPP1R3C	Hs.303090
SDF2L1	Hs.303116
SH2D4A	Hs.303208
ZNF678	Hs.30323
TRAP1	Hs.30345
EXOC6B	Hs.303454
GABRB2	Hs.303527
ST6GALNAC5	Hs.303609
CCL2	Hs.303649
MGC13053	Hs.303653
SLC25A42	Hs.303669
G3BP2	Hs.303676
LOC100130231	Hs.303747
BCAP29	Hs.303787
C2orf3	Hs.303808
MLLT10	Hs.30385
TKTL2	Hs.303923
CYP11A1	Hs.303980
CALR3	Hs.304020
KCNH4	Hs.304081
CCNO	Hs.3041
DSTN	Hs.304192
UGCG	Hs.304249
PHF20L1	Hs.304362
PPP1R15B	Hs.304376
LCP2	Hs.304475
KRBA2	Hs.304604
NDUFB4	Hs.304613
C15orf58	Hs.304673
CST3	Hs.304682
FAM12A	Hs.304757
PROSC	Hs.304792
MRO	Hs.30495
EGR4	Hs.3052
OTUD6B	Hs.30532
RAD54B	Hs.30561
TIMM17B	Hs.30570
LOC646762	Hs.30579
OPLAH	Hs.305882
SLC2A10	Hs.305971
PHC1	Hs.305985
SLC4A1AP	Hs.306000
WNT5B	Hs.306051
C22orf32	Hs.306083
MAGEF1	Hs.306123
MERTK	Hs.306178
EBP	Hs.30619
KCNA6	Hs.306190
GPR84	Hs.306199
ATP8B3	Hs.306212
CYP3A43	Hs.306220
ZNF326	Hs.306221
NOL7	Hs.306242
RNASEH2B	Hs.306291
ZNF682	Hs.306298
ROCK1	Hs.306307
RAB3GAP1	Hs.306327
SRPX2	Hs.306339
PARP16	Hs.30634
TNFAIP8L3	Hs.306343
C16orf68	Hs.306380
SH2D3C	Hs.306412
LOC339524	Hs.306423
IBTK	Hs.306425
LOC286059	Hs.306673
GLIS1	Hs.306691
LOC400573	Hs.306721
KANK1	Hs.306764
RUFY1	Hs.306769
GSDMB	Hs.306777
POLD2	Hs.306791
HLTF	Hs.3068
ACSM1	Hs.306812
LOXL4	Hs.306814
PTGDR	Hs.306831
KCNA7	Hs.306973
IL1F10	Hs.306974
LOC284912	Hs.306978
ZAN	Hs.307004
NT5C1A	Hs.307006
KRTAP17-1	Hs.307009
KRTAP9-8	Hs.307011
KRTAP9-3	Hs.307012
KRTAP9-9	Hs.307013
KRTAP9-2	Hs.307013
KRTAP4-6	Hs.307014
KRTAP4-11	Hs.307015
KRTAP4-9	Hs.307018
KRTAP4-8	Hs.307019
KRTAP4-4	Hs.307022
KRTAP4-3	Hs.307023
KRTAP3-2	Hs.307026
KRTAP3-1	Hs.307027
ZNF554	Hs.307043
RETNLB	Hs.307047
LDHAL6B	Hs.307052
NXF5	Hs.307077
C16orf48	Hs.307084
FSCB	Hs.307086
LACRT	Hs.307096
OR2B2	Hs.307111
PRAME	Hs.30743
LOC100133612	Hs.307652
DTNB	Hs.307720
MME	Hs.307734
PGM5	Hs.307835
STX16	Hs.307913
HOOK2	Hs.30792
AGPHD1	Hs.307962
EXD1	Hs.307999
ARR3	Hs.308
TMEM17	Hs.308028
NCAPH	Hs.308045
C9orf5	Hs.308074
ITPK1	Hs.308122
LRIT3	Hs.308127
SFRS8	Hs.308171
LZTFL1	Hs.30824
LOC100128435	Hs.308312
RPL10L	Hs.308332
NUP188	Hs.308340
ZNF280C	Hs.308418
PCMTD1	Hs.308480
MTERFD1	Hs.308613
ST8SIA4	Hs.308628
RTN4R	Hs.30868
JHDM1D	Hs.308710
MUC20	Hs.308992
TMEM180	Hs.309069
SFRS7	Hs.309090
LOC613266	Hs.309149
CD200R1	Hs.309158
CREG2	Hs.30917
LOC283050	Hs.309176
C21orf122	Hs.309203
C6orf153	Hs.309231
CUGBP2	Hs.309288
JOSD1	Hs.3094
CROCC	Hs.309403
NIPAL2	Hs.309489
PMVK	Hs.30954
NHLH1	Hs.30956
RNF11	Hs.309641
SHC2	Hs.30965
STARD3NL	Hs.309753
GRSF1	Hs.309763
STK31	Hs.309767
SESTD1	Hs.30977
C14orf159	Hs.309849
LOC100133047	Hs.309921
KARS	Hs.3100
MTF2	Hs.31016
LRRC50	Hs.310164
IYD	Hs.310225
PAK1IP1	Hs.310231
SIGLEC5	Hs.310333
PEX11A	Hs.31034
LOC729870	Hs.310357
SHF	Hs.310399
KIF14	Hs.3104
APBB1IP	Hs.310421
NIN	Hs.310429
NUPL1	Hs.310453
TSPAN14	Hs.310453
PIK3AP1	Hs.310456
TSPAN2	Hs.310458
TMEM132E	Hs.310482
CCL25	Hs.310511
CCRL1	Hs.310512
TBCB	Hs.31053
HDAC8	Hs.310536
SYT1	Hs.310545
SLC22A4	Hs.310591
TIFA	Hs.310640
RAB1A	Hs.310645
TTC21B	Hs.310672
SGSH	Hs.31074
WDR3	Hs.310809
GDAP2	Hs.310809
TMEM33	Hs.31082
CSDC2	Hs.310893
PSORS1C1	Hs.310958
MRPS35	Hs.311072
C3orf75	Hs.311100
SLCO3A1	Hs.311187
MRPL14	Hs.311190
LOC199800	Hs.311193
LOC100128788	Hs.311208
SNTA1	Hs.31121
TM7SF2	Hs.31130
CMAS	Hs.311346
CWC22	Hs.311363
DDX39	Hs.311609
RPS27A	Hs.311640
TCEAL3	Hs.311776
ADAM15	Hs.312098
BCL3	Hs.31210
FAM27E3	Hs.31240
CFI	Hs.312485
EMX2OS	Hs.312592
SULT1C4	Hs.312644
LOC730092	Hs.31290
SPP1	Hs.313
LOC100132051	Hs.313142
C11orf79	Hs.313247
PRPF6	Hs.31334
CD300LB	Hs.313343
PPBPL2	Hs.3134
KIAA1683	Hs.313471
GNL3	Hs.313544
TXNDC11	Hs.313847
NDUFAF3	Hs.31387
C17orf70	Hs.313905
HEATR3	Hs.313917
LOC120376	Hs.31409
LOC348021	Hs.314114
MMP21	Hs.314141
FAM123B	Hs.314225
PRELID2	Hs.314261
BAZ2A	Hs.314263
FN3KRP	Hs.31431
MEF2D	Hs.314327
EIF3K	Hs.314359
SPINT2	Hs.31439
RECQL4	Hs.31442
TSSK4	Hs.314432
BMS1P5	Hs.314437
CTNND2	Hs.314543
TMCO1	Hs.31498
MUC2	Hs.315
AARS	Hs.315137
DSCC1	Hs.315167
IFRD2	Hs.315177
C3orf45	Hs.315177
PCSK2	Hs.315186
EIF1B	Hs.315230
LOC92249	Hs.31532
AQP4	Hs.315369
CSN1S1	Hs.3155
GCLM	Hs.315562
C10orf114	Hs.315568
SFTA1P	Hs.31562
NOVA1	Hs.31588
CLDN11	Hs.31595
PLD6	Hs.31652
LOC146481	Hs.316564
FZD10	Hs.31664
PCGF1	Hs.316750
SNX5	Hs.316890
SKAP1	Hs.316931
TTC9C	Hs.31704
RRAGD	Hs.31712
WDR8	Hs.31714
DNAJB11	Hs.317192
HEPH	Hs.31720
LRTOMT	Hs.317243
ARID2	Hs.317304
C17orf42	Hs.317340
AARSD1	Hs.317403
ZNF786	Hs.31743
ZNF425	Hs.31743
SCRT1	Hs.31746
TMCO3	Hs.317593
RP1-177G6.2	Hs.317627
CDH18	Hs.317632
DPPA4	Hs.317659
LOC283737	Hs.31795
SERPINA9	Hs.317970
C1orf128	Hs.31819
ANGPTL5	Hs.318370
CENPI	Hs.318398
LOC100131781	Hs.318431
ASB7	Hs.31845
C13orf23	Hs.318526
NAT8L	Hs.318529
NAT14	Hs.31854
PTPRJ	Hs.318547
USP42	Hs.31856
SIGLEC1	Hs.31869
OSBPL6	Hs.318775
POM121L8P	Hs.318898
C12orf65	Hs.319128
C6orf176	Hs.31917
LOC441177	Hs.31917
NFKBIZ	Hs.319171
PCBD1	Hs.3192
KIAA0408	Hs.319247
C6orf174	Hs.319247
SELV	Hs.319284
SPACA5	Hs.319319
SPACA5B	Hs.319319
NASP	Hs.319334
PLA2G5	Hs.319438
MAST2	Hs.319481
LRRIQ4	Hs.319484
PTCHD1	Hs.319503
SLC8A1	Hs.31961
POT1	Hs.31968
LOC285375	Hs.319969
C7orf51	Hs.320086
C4orf7	Hs.320147
AGPAT2	Hs.320151
SNAPIN	Hs.32018
SLITRK2	Hs.320368
C20orf72	Hs.320823
TNNI1	Hs.320890
ADCY10	Hs.320892
REN	Hs.3210
IKBKE	Hs.321045
B4GALT3	Hs.321231
EXOC4	Hs.321273
SELS	Hs.32148
RAB11A	Hs.321541
TOMM40L	Hs.321653
MPND	Hs.321689
P2RX4	Hs.321709
HMCN2	Hs.32194
MRPL36	Hs.32196
PPIL6	Hs.32234
NDRG4	Hs.322430
NEUROD2	Hs.322431
KANK3	Hs.322473
LOC497257	Hs.322761
LOC100133469	Hs.322826
GAS2L1	Hs.322852
UTP3	Hs.322901
INPP1	Hs.32309
CYLC2	Hs.3232
YIPF2	Hs.323213
SPRY4	Hs.323308
ARPC4	Hs.323342
ATG9A	Hs.323363
FAM54B	Hs.323396
LOC646471	Hs.323396
C9orf75	Hs.323445
PTCD3	Hs.323489
SNORD94	Hs.323489
MAGT1	Hs.323562
DTX3	Hs.32374
SNPH	Hs.323833
TRIM58	Hs.323858
LCN8	Hs.323991
PGR	Hs.32405
C20orf144	Hs.324104
C1orf116	Hs.32417
NAPEPLD	Hs.324271
C15orf52	Hs.32433
CATSPERG	Hs.324335
CCDC141	Hs.324341
FBXO33	Hs.324342
SERGEF	Hs.32470
AHSG	Hs.324746
VKORC1	Hs.324844
KCNJ4	Hs.32505
JMJD4	Hs.325081
SNAP47	Hs.325081
LOC100130093	Hs.325081
WDR18	Hs.325321
PAK7	Hs.32539
MRPL23	Hs.3254
NBPF3	Hs.325422
CHURC1	Hs.325531
LOC100289314	Hs.325531
MIF4GD	Hs.325631
THSD1	Hs.325667
LOC283553	Hs.325752
PHRF1	Hs.325838
ZC3H14	Hs.325846
MS4A4A	Hs.325960
NUMA1	Hs.325978
TARBP2	Hs.326
PSEN1	Hs.3260
COLEC11	Hs.32603
EGR1	Hs.326035
NTN5	Hs.326217
LOC728588	Hs.326275
C12orf74	Hs.326303
MORF4L2	Hs.326387
WNT9B	Hs.326420
SPATA8	Hs.326528
ULBP3	Hs.326556
APOL5	Hs.326561
LRRC3	Hs.326579
TRPT1	Hs.326586
GPR174	Hs.326713
C19orf30	Hs.326728
SPRYD5	Hs.326734
FKSG83	Hs.326753
C11orf76	Hs.326766
ZNF711	Hs.326801
RP9	Hs.326805
RIN3	Hs.326822
NUMBL	Hs.326953
OR7E91P	Hs.327033
SPTBN4	Hs.32706
SLC17A3	Hs.327179
SAG	Hs.32721
LZIC	Hs.327252
hCG_2045417	Hs.327445
SMARCA4	Hs.327527
GRIA2	Hs.32763
RDH13	Hs.327631
STOML3	Hs.327794
NPTX2	Hs.3281
GPC1	Hs.328232
HDDC2	Hs.32826
TMEM211	Hs.329040
HIP1	Hs.329266
TNKS2	Hs.329327
PDX1	Hs.32938
PIK3CG	Hs.32942
GRM1	Hs.32945
DEFB1	Hs.32949
KRT33B	Hs.32950
CASP9	Hs.329502
GRK4	Hs.32959
GUCA2B	Hs.32966
GLRB	Hs.32973
SEMA3F	Hs.32981
SYT11	Hs.32984
TMEM59L	Hs.329850
SAP130	Hs.32995
KIAA0355	Hs.330073
CORO1C	Hs.330384
CHRNB1	Hs.330386
FRMD4A	Hs.330463
C12orf48	Hs.330663
SPPL2B	Hs.330742
TFAP2B	Hs.33102
C16orf54	Hs.331095
ACAD10	Hs.331141
UROC1	Hs.331148
TMTC3	Hs.331268
PPAT	Hs.331420
PDS5A	Hs.331431
DCAF4	Hs.331491
SPINK5	Hs.331555
KIAA0748	Hs.33187
UNC5A	Hs.33191
DAND5	Hs.331981
IGSF8	Hs.332012
SLC22A25	Hs.332119
EGFL8	Hs.332138
LRRC25	Hs.332156
TLE2	Hs.332173
PXDN	Hs.332197
BTBD10	Hs.332382
RP3-474I12.5	Hs.332685
OPTN	Hs.332706
FBLN5	Hs.332708
PRSS27	Hs.332878
C12orf47	Hs.333120
FTHL17	Hs.333125
TEX13B	Hs.333130
TDRD1	Hs.333132
USP26	Hs.333137
PLA2G12B	Hs.333175
CLDN22	Hs.333179
WWC2	Hs.333179
SPOPL	Hs.333297
GJB1	Hs.333303
GPR156	Hs.333358
FCN3	Hs.333383
EEF1D	Hs.333388
FXYD5	Hs.333418
NDUFA7	Hs.333427
CYP2D7P1	Hs.333497
RNF38	Hs.333503
ALPPL2	Hs.333509
C17orf37	Hs.333526
TRMT112	Hs.333579
CDCA2	Hs.33366
MCTP2	Hs.33368
LOC100270680	Hs.333720
BBS2	Hs.333738
PSMA2	Hs.333786
TNFSF11	Hs.333791
MRPL13	Hs.333823
PRKCH	Hs.333907
SLC4A10	Hs.333958
LOC727894	Hs.333983
ARHGEF5	Hs.334
C12orf71	Hs.334003
CR1	Hs.334019
LCE2A	Hs.334054
SMC1B	Hs.334176
SPINK6	Hs.334274
DGAT2	Hs.334305
CKM	Hs.334347
hCG_1820661	Hs.334348
BEX1	Hs.334370
NR5A2	Hs.33446
PABPCP2	Hs.334462
SPANXA1	Hs.334464
SPANXA2	Hs.334464
DMRTA2	Hs.334481
C18orf12	Hs.334493
GJA10	Hs.334499
TLE6	Hs.334507
GPR128	Hs.334511
ZSCAN10	Hs.334515
LOC84931	Hs.334519
GNS	Hs.334534
PADI2	Hs.33455
CDC2	Hs.334562
RBPMS	Hs.334587
SDHALP2	Hs.334587
ANXA9	Hs.3346
REPS1	Hs.334603
SNRPE	Hs.334612
SLN	Hs.334629
PACSIN3	Hs.334639
VPS26B	Hs.334684
PHYHIP	Hs.334688
LGI3	Hs.33470
ACY1	Hs.334707
UBL7	Hs.334713
RIPPLY1	Hs.334726
MICAL1	Hs.33476
FAM175A	Hs.334772
CYB5R1	Hs.334832
PVRL1	Hs.334846
PPP2R5E	Hs.334868
GTPBP3	Hs.334885
TIMD4	Hs.334907
CBY1	Hs.334911
TMEM169	Hs.334916
LOC284798	Hs.334934
KRT77	Hs.334989
ANKRD11	Hs.335003
DPYD	Hs.335034
GNAT3	Hs.335049
40058	Hs.335057
COPS7B	Hs.335061
TGS1	Hs.335068
MAP1B	Hs.335079
FPGS	Hs.335084
ZFYVE1	Hs.335106
KCTD3	Hs.335139
LIMCH1	Hs.335163
HDAC2	Hs.3352
ANKRD28	Hs.335239
SAMD11	Hs.335293
C20orf197	Hs.335319
TMEM207	Hs.335321
SLC44A4	Hs.335355
RP1L1	Hs.33538
CHIC2	Hs.335393
F13A1	Hs.335513
TSEN2	Hs.335550
DLAT	Hs.335551
SEC14L2	Hs.335614
MTP18	Hs.335614
C14orf39	Hs.335754
ZFP42	Hs.335787
ALS2CR11	Hs.335788
KCNG4	Hs.335877
FDPS	Hs.335918
VSTM2A	Hs.335933
IL13RA2	Hs.336046
ARCN1	Hs.33642
TUBGCP6	Hs.336431
LOC100127987	Hs.336526
SLC16A11	Hs.336564
LOC147670	Hs.336588
ZFX	Hs.336681
ABAT	Hs.336768
TRIM8	Hs.336810
DAXX	Hs.336916
WNT3A	Hs.336930
LOC92659	Hs.336958
MTSS1	Hs.336994
C20orf200	Hs.337024
ST6GALNAC3	Hs.337040
RPUSD3	Hs.33719
ACAP1	Hs.337242
DLK2	Hs.337251
STIP1	Hs.337295
EXOC3L2	Hs.337557
LEAP2	Hs.337588
SDSL	Hs.337594
TBC1D13	Hs.3376
SLC8A3	Hs.337696
LCMT1	Hs.337730
RPL18A	Hs.337766
FAM151B	Hs.338182
MTOR	Hs.338207
TPRG1	Hs.338851
LOC100132319	Hs.338851
P2RY2	Hs.339
MSRB3	Hs.339024
C1orf156	Hs.33922
COPB1	Hs.339278
DMC1	Hs.339396
ERGIC2	Hs.339453
FBXO43	Hs.339577
SNRNP40	Hs.33962
COX7A2L	Hs.339639
C4orf36	Hs.339646
FAM72B	Hs.339665
FAM72A	Hs.339665
CUL4A	Hs.339735
CPNE2	Hs.339809
UGT2B11	Hs.339811
OR6W1P	Hs.339818
PENK	Hs.339831
PTH2	Hs.339845
CLLU1	Hs.339918
BRCA2	Hs.34012
TNIK	Hs.34024
CDCA4	Hs.34045
FLJ33630	Hs.340623
GTPBP5	Hs.340636
ATP1A2	Hs.34114
ADFP	Hs.3416
C3orf15	Hs.341906
PRPF38B	Hs.342307
ERAL1	Hs.3426
MARK4	Hs.34314
AP1G2	Hs.343244
CCBE1	Hs.34333
SPRYD3	Hs.343334
CDC42EP2	Hs.343380
WDR38	Hs.343383
CD58	Hs.34341
TRIM42	Hs.343487
ATP2B4	Hs.343522
CNOT3	Hs.343571
MTHFSD	Hs.343627
LOC340178	Hs.343631
CAND2	Hs.343664
SFMBT1	Hs.343679
ZNF598	Hs.343828
VPS37A	Hs.343873
STOML2	Hs.3439
FLJ22447	Hs.344000
TNFRSF13C	Hs.344088
MOGAT1	Hs.344090
GOLGA4	Hs.344151
MPHOSPH6	Hs.344400
SNORD123	Hs.34447
CHADL	Hs.344488
TMEM98	Hs.3447
AS3MT	Hs.34492
C10orf32	Hs.34492
AGXT2	Hs.34494
CXCR6	Hs.34526
FAM101B	Hs.345588
LMO2	Hs.34560
TAX1BP1	Hs.34576
WFIKKN1	Hs.345818
SFT2D3	Hs.345849
LOXHD1	Hs.345877
UBFD1	Hs.3459
TTMA	Hs.346566
C19orf26	Hs.346575
EBNA1BP2	Hs.346868
CES8	Hs.346947
CRABP1	Hs.346950
C2orf63	Hs.347014
C6orf192	Hs.347144
MTMR1	Hs.347187
HLA-DPA1	Hs.347270
TMEM79	Hs.347408
C16orf75	Hs.347524
MRPL10	Hs.347535
C9orf4	Hs.347537
MTO1	Hs.347614
OSCAR	Hs.347655
DCX	Hs.34780
CNTROB	Hs.348012
C20orf96	Hs.348112
KLHL13	Hs.348262
BIRC8	Hs.348263
GZMH	Hs.348264
PGLYRP3	Hs.348266
LOC729678	Hs.348292
TASP1	Hs.348297
FAM189B	Hs.348308
BRUNOL6	Hs.348342
NHLRC1	Hs.348351
CARD16	Hs.348365
GSTM4	Hs.348387
IL33	Hs.348390
CELA1	Hs.348395
TYW3	Hs.348411
DR1	Hs.348418
MUCL1	Hs.348419
VIPR1	Hs.348500
TUBE1	Hs.34851
KCNE4	Hs.348522
LOC474358	Hs.348526
ETFB	Hs.348531
CLDND2	Hs.348531
FMO9P	Hs.348539
SERPINB12	Hs.348541
FAM27L	Hs.348578
PARP10	Hs.348609
TECTB	Hs.348615
TRIML1	Hs.348618
ZIM3	Hs.348622
LOC729234	Hs.348629
LOC400620	Hs.348644
C2orf65	Hs.348645
CN5H6.4	Hs.348663
CCDC27	Hs.348700
ZEB2	Hs.34871
PFTK2	Hs.348711
PDE10A	Hs.348762
FOXC1	Hs.348883
TTC33	Hs.348915
PHF3	Hs.348921
IGLL1	Hs.348935
UGT3A2	Hs.348941
ZNF275	Hs.348963
APOBEC3A	Hs.348983
BLOC1S2	Hs.34906
PNLDC1	Hs.349077
PAX1	Hs.349082
LOC388789	Hs.349092
SH2D1A	Hs.349094
SVIP	Hs.349096
MST1	Hs.349110
MSTP2	Hs.349110
MSTP9	Hs.349110
MCAT	Hs.349111
C20orf132	Hs.349125
PURB	Hs.349150
SOST	Hs.349204
ZNF618	Hs.349208
CBX5	Hs.349283
RNF145	Hs.349306
SNCG	Hs.349470
NR1I3	Hs.349642
SCARB2	Hs.349656
FLJ34048	Hs.34969
TUBA3C	Hs.349695
IGFBPL1	Hs.349705
FLJ35848	Hs.349758
SLAIN1	Hs.349955
HDDC3	Hs.349979
ZMAT2	Hs.350194
THAP8	Hs.350209
LONP1	Hs.350265
KBTBD5	Hs.350288
RET	Hs.350321
FAM120AOS	Hs.350364
FLJ12825	Hs.350378
SUMF1	Hs.350475
DMRTC2	Hs.350507
TMBIM6	Hs.35052
C11orf40	Hs.350556
MRGPRX2	Hs.350566
GPR101	Hs.350569
DCD	Hs.350570
TAAR8	Hs.350571
SH2D1B	Hs.350581
GPR78	Hs.350588
C12orf37	Hs.350600
LMOD3	Hs.350621
C12orf67	Hs.350668
TSGA10IP	Hs.350671
SMEK3P	Hs.350673
C21orf129	Hs.350679
MAGEB18	Hs.350683
CCDC140	Hs.350729
FAM26D	Hs.350750
KNCN	Hs.350764
C17orf77	Hs.350775
FLJ31713	Hs.350785
CES7	Hs.350800
NCRNA00052	Hs.350808
LOC284898	Hs.350813
OR7E5P	Hs.350816
LOC153910	Hs.350819
C3orf33	Hs.350846
LOC219688	Hs.350848
C10orf140	Hs.350848
USP1	Hs.35086
A2LD1	Hs.350868
ZNF570	Hs.350875
SLC39A12	Hs.350895
CAPN2	Hs.350899
SLC25A6	Hs.350927
ODF3	Hs.350949
SERPINB11	Hs.350958
ZBTB4	Hs.35096
PTTG1	Hs.350966
TCP10	Hs.351
ZNF396	Hs.351005
PRRG2	Hs.35101
SPATA22	Hs.351068
ATP5SL	Hs.351099
DPPA2	Hs.351113
NLRP7	Hs.351118
C11orf45	Hs.351133
GJB4	Hs.351203
FLJ10357	Hs.35125
CXorf58	Hs.351265
HLA-DMA	Hs.351279
UBXN1	Hs.351296
SLC16A4	Hs.351306
COMMD4	Hs.351327
TMEM143	Hs.351335
DZIP1L	Hs.351403
NCRNA00115	Hs.351445
CCDC74A	Hs.351461
PAQR4	Hs.351474
POLR2K	Hs.351475
PTF1A	Hs.351503
ARSH	Hs.351533
TUBB4Q	Hs.351544
U2AF1L4	Hs.351558
C19orf51	Hs.351582
FGA	Hs.351593
TRDMT1	Hs.351665
RIBC1	Hs.351743
GSX1	Hs.351785
TBC1D8B	Hs.351798
CLEC4D	Hs.351811
CLEC4C	Hs.351812
TPD52L3	Hs.351815
C7orf45	Hs.351816
OR8B8	Hs.351822
OR5P2	Hs.351824
OR5P3	Hs.351825
C10orf136	Hs.351856
COX6C	Hs.351875
CAMK2B	Hs.351887
ZNF506	Hs.351906
ENPP5	Hs.35198
STXBP4	Hs.35199
FOLR3	Hs.352
TAP1	Hs.352018
CSTL1	Hs.352134
RLN3	Hs.352155
ADAMTS14	Hs.352156
WFDC12	Hs.352180
ASB11	Hs.352183
C20orf141	Hs.352187
C2orf15	Hs.352211
C7orf33	Hs.352212
ZPLD1	Hs.352213
OXGR1	Hs.352218
MGC23270	Hs.352220
EDARADD	Hs.352224
HIST1H2AH	Hs.352225
LOC200261	Hs.352228
SLC38A10	Hs.352240
TAS2R40	Hs.352241
CLCNKB	Hs.352243
GATA5	Hs.352250
MGC15885	Hs.352253
RFX6	Hs.352276
PDGFD	Hs.352298
HSPA13	Hs.352341
ASZ1	Hs.352412
OTOP2	Hs.352515
C15orf40	Hs.352541
TMEM149	Hs.352548
C11orf30	Hs.352588
FANK1	Hs.352591
LOC100130522	Hs.352602
ACER1	Hs.352609
NLRP6	Hs.352611
LPCAT4	Hs.352614
B3GNT6	Hs.352622
TMC2	Hs.352626
C21orf74	Hs.352631
KCNG3	Hs.352633
ZNF519	Hs.352635
ZNF845	Hs.352638
ZNF525	Hs.352638
FCGR2A	Hs.352642
FCGR2C	Hs.352642
SMCR5	Hs.352643
GHITM	Hs.352656
SLC37A2	Hs.352661
MGC27382	Hs.352665
CRYZL1	Hs.352671
FBXO11	Hs.352677
PSMB1	Hs.352768
MRPS15	Hs.352839
AGFG1	Hs.352962
FUSIP1	Hs.3530
COL8A2	Hs.353001
C20orf11	Hs.353013
ETAA1	Hs.353022
TWISTNB	Hs.353035
TBC1D24	Hs.353087
THG1L	Hs.353090
TMEM99	Hs.353163
AGPAT4	Hs.353175
ATHL1	Hs.353181
ZNF683	Hs.353208
LOC284805	Hs.353262
BSDC1	Hs.353454
IGF2BP2	Hs.35354
C2orf58	Hs.353894
SLC26A7	Hs.354013
LRRC69	Hs.354013
